2025-09-13 13:45:05, sensor=1, gas_level=7.75, status=ALERT
2025-09-13 13:45:05, sensor=2, gas_level=4.36, status=NORMAL
2025-09-13 13:45:05, sensor=3, gas_level=6.33, status=NORMAL
2025-09-13 13:45:05, sensor=4, gas_level=3.8, status=NORMAL
2025-09-13 13:45:05, sensor=5, gas_level=9.12, status=ALERT
2025-09-13 13:45:05, sensor=6, gas_level=1.79, status=NORMAL
2025-09-13 13:45:05, sensor=7, gas_level=9.87, status=ALERT
2025-09-13 13:45:05, sensor=8, gas_level=5.78, status=NORMAL
2025-09-13 13:45:05, sensor=9, gas_level=5.88, status=NORMAL
2025-09-13 13:45:05, sensor=10, gas_level=2.07, status=NORMAL
2025-09-13 13:45:05, sensor=11, gas_level=9.55, status=ALERT
2025-09-13 13:45:05, sensor=12, gas_level=1.82, status=NORMAL
2025-09-13 13:45:05, sensor=13, gas_level=8.8, status=ALERT
2025-09-13 13:45:05, sensor=14, gas_level=6.37, status=NORMAL
2025-09-13 13:45:05, sensor=15, gas_level=9.84, status=ALERT
2025-09-13 13:45:05, sensor=16, gas_level=7.72, status=ALERT
2025-09-13 13:45:05, sensor=17, gas_level=3.44, status=NORMAL
2025-09-13 13:45:05, sensor=18, gas_level=5.69, status=NORMAL
2025-09-13 13:45:05, sensor=19, gas_level=6.52, status=NORMAL
2025-09-13 13:45:05, sensor=20, gas_level=5.51, status=NORMAL
2025-09-13 13:45:05, sensor=21, gas_level=0.48, status=NORMAL
2025-09-13 13:45:05, sensor=22, gas_level=0.19, status=NORMAL
2025-09-13 13:45:05, sensor=23, gas_level=1.21, status=NORMAL
2025-09-13 13:45:05, sensor=24, gas_level=0.8, status=NORMAL
2025-09-13 13:45:05, sensor=25, gas_level=8.89, status=ALERT
2025-09-13 13:45:05, sensor=26, gas_level=7.2, status=ALERT
2025-09-13 13:45:05, sensor=27, gas_level=4.33, status=NORMAL
2025-09-13 13:45:05, sensor=28, gas_level=0.68, status=NORMAL
2025-09-13 13:45:05, sensor=29, gas_level=3.19, status=NORMAL
2025-09-13 13:45:05, sensor=30, gas_level=0.67, status=NORMAL
2025-09-13 13:45:05, sensor=31, gas_level=1.66, status=NORMAL
2025-09-13 13:45:05, sensor=32, gas_level=0.71, status=NORMAL
2025-09-13 13:45:05, sensor=33, gas_level=7.37, status=ALERT
2025-09-13 13:45:05, sensor=34, gas_level=0.98, status=NORMAL
2025-09-13 13:45:05, sensor=35, gas_level=9.55, status=ALERT
2025-09-13 13:45:05, sensor=36, gas_level=7.93, status=ALERT
2025-09-13 13:45:05, sensor=37, gas_level=5.61, status=NORMAL
2025-09-13 13:45:05, sensor=38, gas_level=4.48, status=NORMAL
2025-09-13 13:45:05, sensor=39, gas_level=8.8, status=ALERT
2025-09-13 13:45:05, sensor=40, gas_level=2.83, status=NORMAL
2025-09-13 13:45:05, sensor=41, gas_level=9.21, status=ALERT
2025-09-13 13:45:05, sensor=42, gas_level=7.05, status=ALERT
2025-09-13 13:45:05, sensor=43, gas_level=1.48, status=NORMAL
2025-09-13 13:45:05, sensor=44, gas_level=3.96, status=NORMAL
2025-09-13 13:45:05, sensor=45, gas_level=4.16, status=NORMAL
2025-09-13 13:45:05, sensor=46, gas_level=8.98, status=ALERT
2025-09-13 13:45:05, sensor=47, gas_level=8.4, status=ALERT
2025-09-13 13:45:05, sensor=48, gas_level=1.7, status=NORMAL
2025-09-13 13:45:05, sensor=49, gas_level=6.59, status=NORMAL
2025-09-13 13:45:05, sensor=50, gas_level=4.62, status=NORMAL
2025-09-13 13:45:05, sensor=51, gas_level=5.32, status=NORMAL
2025-09-13 13:45:05, sensor=52, gas_level=5.96, status=NORMAL
2025-09-13 13:45:05, sensor=53, gas_level=3.42, status=NORMAL
2025-09-13 13:45:05, sensor=54, gas_level=9.24, status=ALERT
2025-09-13 13:45:05, sensor=55, gas_level=4.98, status=NORMAL
2025-09-13 13:45:05, sensor=56, gas_level=4.05, status=NORMAL
2025-09-13 13:45:05, sensor=57, gas_level=2.67, status=NORMAL
2025-09-13 13:45:05, sensor=58, gas_level=9.95, status=ALERT
2025-09-13 13:45:05, sensor=59, gas_level=3.71, status=NORMAL
2025-09-13 13:45:05, sensor=60, gas_level=9.27, status=ALERT
2025-09-13 13:45:05, sensor=61, gas_level=9.34, status=ALERT
2025-09-13 13:45:05, sensor=62, gas_level=0.36, status=NORMAL
2025-09-13 13:45:05, sensor=63, gas_level=8.92, status=ALERT
2025-09-13 13:45:05, sensor=64, gas_level=9.94, status=ALERT
2025-09-13 13:45:05, sensor=65, gas_level=6.31, status=NORMAL
2025-09-13 13:45:05, sensor=66, gas_level=0.37, status=NORMAL
2025-09-13 13:45:05, sensor=67, gas_level=6.6, status=NORMAL
2025-09-13 13:45:05, sensor=68, gas_level=3.72, status=NORMAL
2025-09-13 13:45:05, sensor=69, gas_level=8.61, status=ALERT
2025-09-13 13:45:05, sensor=70, gas_level=6.73, status=NORMAL
2025-09-13 13:45:05, sensor=71, gas_level=9.08, status=ALERT
2025-09-13 13:45:05, sensor=72, gas_level=5.91, status=NORMAL
2025-09-13 13:45:05, sensor=73, gas_level=9.91, status=ALERT
2025-09-13 13:45:05, sensor=74, gas_level=1.21, status=NORMAL
2025-09-13 13:45:05, sensor=75, gas_level=4.14, status=NORMAL
2025-09-13 13:45:05, sensor=76, gas_level=4.43, status=NORMAL
2025-09-13 13:45:05, sensor=77, gas_level=0.03, status=NORMAL
2025-09-13 13:45:05, sensor=78, gas_level=5.19, status=NORMAL
2025-09-13 13:45:05, sensor=79, gas_level=4.22, status=NORMAL
2025-09-13 13:45:05, sensor=80, gas_level=6.64, status=NORMAL
2025-09-13 13:45:05, sensor=81, gas_level=0.37, status=NORMAL
2025-09-13 13:45:05, sensor=82, gas_level=9.65, status=ALERT
2025-09-13 13:45:05, sensor=83, gas_level=7.54, status=ALERT
2025-09-13 13:45:05, sensor=84, gas_level=4.59, status=NORMAL
2025-09-13 13:45:05, sensor=85, gas_level=8.05, status=ALERT
2025-09-13 13:45:05, sensor=86, gas_level=3.15, status=NORMAL
2025-09-13 13:45:05, sensor=87, gas_level=6.27, status=NORMAL
2025-09-13 13:45:05, sensor=88, gas_level=2.14, status=NORMAL
2025-09-13 13:45:05, sensor=89, gas_level=5.33, status=NORMAL
2025-09-13 13:45:05, sensor=90, gas_level=9.2, status=ALERT
2025-09-13 13:45:05, sensor=91, gas_level=9.7, status=ALERT
2025-09-13 13:45:05, sensor=92, gas_level=6.03, status=NORMAL
2025-09-13 13:45:05, sensor=93, gas_level=2.35, status=NORMAL
2025-09-13 13:45:05, sensor=94, gas_level=6.42, status=NORMAL
2025-09-13 13:45:05, sensor=95, gas_level=1.91, status=NORMAL
2025-09-13 13:45:05, sensor=96, gas_level=9.56, status=ALERT
2025-09-13 13:45:05, sensor=97, gas_level=8.81, status=ALERT
2025-09-13 13:45:05, sensor=98, gas_level=0.28, status=NORMAL
2025-09-13 13:45:05, sensor=99, gas_level=7.54, status=ALERT
2025-09-13 13:45:05, sensor=100, gas_level=4.49, status=NORMAL
2025-09-13 13:45:06, sensor=1, gas_level=0.55, status=NORMAL
2025-09-13 13:45:06, sensor=2, gas_level=9.9, status=ALERT
2025-09-13 13:45:06, sensor=3, gas_level=2.12, status=NORMAL
2025-09-13 13:45:06, sensor=4, gas_level=2.73, status=NORMAL
2025-09-13 13:45:06, sensor=5, gas_level=7.84, status=ALERT
2025-09-13 13:45:06, sensor=6, gas_level=6.77, status=NORMAL
2025-09-13 13:45:06, sensor=7, gas_level=6.18, status=NORMAL
2025-09-13 13:45:06, sensor=8, gas_level=6.26, status=NORMAL
2025-09-13 13:45:06, sensor=9, gas_level=1.3, status=NORMAL
2025-09-13 13:45:06, sensor=10, gas_level=3.56, status=NORMAL
2025-09-13 13:45:06, sensor=11, gas_level=5.12, status=NORMAL
2025-09-13 13:45:06, sensor=12, gas_level=0.05, status=NORMAL
2025-09-13 13:45:06, sensor=13, gas_level=7.24, status=ALERT
2025-09-13 13:45:06, sensor=14, gas_level=0.39, status=NORMAL
2025-09-13 13:45:06, sensor=15, gas_level=6.87, status=NORMAL
2025-09-13 13:45:06, sensor=16, gas_level=5.63, status=NORMAL
2025-09-13 13:45:06, sensor=17, gas_level=6.72, status=NORMAL
2025-09-13 13:45:06, sensor=18, gas_level=1.7, status=NORMAL
2025-09-13 13:45:06, sensor=19, gas_level=5.73, status=NORMAL
2025-09-13 13:45:06, sensor=20, gas_level=0.31, status=NORMAL
2025-09-13 13:45:06, sensor=21, gas_level=7.31, status=ALERT
2025-09-13 13:45:06, sensor=22, gas_level=2.42, status=NORMAL
2025-09-13 13:45:06, sensor=23, gas_level=2.38, status=NORMAL
2025-09-13 13:45:06, sensor=24, gas_level=5.22, status=NORMAL
2025-09-13 13:45:06, sensor=25, gas_level=2.69, status=NORMAL
2025-09-13 13:45:06, sensor=26, gas_level=7.99, status=ALERT
2025-09-13 13:45:06, sensor=27, gas_level=0.66, status=NORMAL
2025-09-13 13:45:06, sensor=28, gas_level=7.84, status=ALERT
2025-09-13 13:45:06, sensor=29, gas_level=1.65, status=NORMAL
2025-09-13 13:45:06, sensor=30, gas_level=5.05, status=NORMAL
2025-09-13 13:45:06, sensor=31, gas_level=6.39, status=NORMAL
2025-09-13 13:45:06, sensor=32, gas_level=1.12, status=NORMAL
2025-09-13 13:45:06, sensor=33, gas_level=4.61, status=NORMAL
2025-09-13 13:45:06, sensor=34, gas_level=6.13, status=NORMAL
2025-09-13 13:45:06, sensor=35, gas_level=6.13, status=NORMAL
2025-09-13 13:45:06, sensor=36, gas_level=8.54, status=ALERT
2025-09-13 13:45:06, sensor=37, gas_level=2.89, status=NORMAL
2025-09-13 13:45:06, sensor=38, gas_level=8.27, status=ALERT
2025-09-13 13:45:06, sensor=39, gas_level=6.12, status=NORMAL
2025-09-13 13:45:06, sensor=40, gas_level=9.12, status=ALERT
2025-09-13 13:45:06, sensor=41, gas_level=6.66, status=NORMAL
2025-09-13 13:45:06, sensor=42, gas_level=0.32, status=NORMAL
2025-09-13 13:45:06, sensor=43, gas_level=1.55, status=NORMAL
2025-09-13 13:45:06, sensor=44, gas_level=7.1, status=ALERT
2025-09-13 13:45:06, sensor=45, gas_level=0.88, status=NORMAL
2025-09-13 13:45:06, sensor=46, gas_level=9.95, status=ALERT
2025-09-13 13:45:06, sensor=47, gas_level=9.97, status=ALERT
2025-09-13 13:45:06, sensor=48, gas_level=6.25, status=NORMAL
2025-09-13 13:45:06, sensor=49, gas_level=3.77, status=NORMAL
2025-09-13 13:45:06, sensor=50, gas_level=0.86, status=NORMAL
2025-09-13 13:45:06, sensor=51, gas_level=4.82, status=NORMAL
2025-09-13 13:45:06, sensor=52, gas_level=8.97, status=ALERT
2025-09-13 13:45:06, sensor=53, gas_level=4.57, status=NORMAL
2025-09-13 13:45:06, sensor=54, gas_level=3.06, status=NORMAL
2025-09-13 13:45:06, sensor=55, gas_level=3.73, status=NORMAL
2025-09-13 13:45:06, sensor=56, gas_level=1.04, status=NORMAL
2025-09-13 13:45:06, sensor=57, gas_level=9.22, status=ALERT
2025-09-13 13:45:06, sensor=58, gas_level=5.74, status=NORMAL
2025-09-13 13:45:06, sensor=59, gas_level=9.27, status=ALERT
2025-09-13 13:45:06, sensor=60, gas_level=8.13, status=ALERT
